Category ID,Category Name,Category Type,Date,PQ No.,MP,Ministry (EN),Title (EN),Question (EN),Answer (EN)
A2,Assertion / Hidden-Accusation Questions,question,15/03/2024,25873,Chris Said,"Economy, European Funds and Lands",Management of EU Recovery Funds - Transparency,"Minister, given the reported delays in the disbursement of EU Recovery Funds, could you assure this House that robust and independent oversight mechanisms are in place to prevent any potential misuse or diversion of these funds?","The Ministry assures the House that meticulous procedures are being followed for the management and disbursement of EU Recovery Funds. Regular audits are conducted by external auditors, and we are committed to full transparency and accountability in this process."
A2,Assertion / Hidden-Accusation Questions,question,22/03/2024,31249,Ivan Bartolo,Social Policy and Children's Rights,Childcare Services - Accessibility,"Minister, considering the significant waiting lists for subsidized childcare services across Malta, is the Department adequately addressing the systemic under-investment in this crucial sector?","The Department recognises the current pressures on childcare services. We are actively working to expand capacity and streamline the application process, while acknowledging the need for sustained investment to meet the growing demand."
A2,Assertion / Hidden-Accusation Questions,question,29/03/2024,38512,Justin Schembri,"Environment, Energy and Regeneration of the Grand Harbour",Coastal Development - Environmental Impact,"Minister, in light of recent concerns regarding the potential ecological damage from proposed coastal developments, what specific measures are being implemented to ensure rigorous environmental impact assessments are conducted and adhered to?","The Ministry maintains a firm commitment to sustainable development. All coastal development projects undergo comprehensive environmental impact assessments, and strict adherence to best practices is enforced through rigorous monitoring and regulatory oversight."
A2,Assertion / Hidden-Accusation Questions,question,05/04/2024,42967,Jerome Caruana Cilia,"Education, Sport, Youth, Research and Innovation",University Funding - Research Output,"Minister, with the increasing investment in University research, can you provide concrete data demonstrating a corresponding rise in high-impact publications and scientific breakthroughs?",The Ministry is dedicated to fostering a thriving research environment at the University. We are focused on supporting strategic research initiatives and expect to see a positive correlation between investment and research output in the coming years.
A2,Assertion / Hidden-Accusation Questions,question,12/04/2024,48135,Graziella Attard Previ,"Home Affairs, Security, Reforms and Equality",Police Training - Diversity & Inclusion,"Minister, given the importance of a diverse and inclusive police force, what specific training programmes are being implemented to address unconscious bias and promote cultural sensitivity amongst officers?","The Police Corps is undergoing a significant transformation. We are introducing mandatory training modules focusing on diversity, inclusion, and cultural sensitivity, alongside robust recruitment strategies to ensure a representative workforce."
A2,Assertion / Hidden-Accusation Questions,question,19/04/2024,51589,Rebekah Borg,Health and Active Ageing,Waiting Times - Specialist Appointments,"Minister, considering the consistently reported lengthy waiting times for specialist appointments, what concrete steps are being taken to reduce these delays and improve patient access to essential healthcare services?","The Ministry acknowledges the challenges regarding specialist appointment waiting times. We are implementing strategies to optimise appointment scheduling, increase capacity, and explore innovative solutions to expedite patient access."
A2,Assertion / Hidden-Accusation Questions,question,26/04/2024,57921,Ivan Castillo,"Transport, Infrastructure and Public Works",Road Maintenance - Prioritization,"Minister, given the evident deterioration of certain arterial roads, can you outline the transparent criteria used to prioritize road maintenance projects and ensure equitable distribution of resources?","The Ministry utilises a comprehensive assessment framework for road maintenance prioritization, factoring in traffic volume, safety concerns, and structural integrity. We are committed to transparency in our allocation processes."
A2,Assertion / Hidden-Accusation Questions,question,03/05/2024,62348,Chris Said,"Economy, European Funds and Lands",Land Reclamation - Environmental Impact,"Minister, with continued land reclamation projects underway, what guarantees are in place to mitigate any potential long-term negative impacts on marine ecosystems and coastal biodiversity?","The Ministry is committed to responsible land management. All reclamation projects undergo rigorous environmental assessments, and we implement mitigation measures to minimize any potential impact on the marine environment."
A2,Assertion / Hidden-Accusation Questions,question,10/05/2024,68715,Justin Schembri,Gozo,Tourism Investment - Sustainable Practices,"Minister, in relation to proposed tourism developments on Gozo, what assurances can be provided that these projects will adhere to sustainable tourism practices and minimize their impact on the island’s unique cultural heritage and natural environment?","The Ministry is dedicated to promoting sustainable tourism on Gozo. We are implementing strict guidelines for development projects, focusing on preserving Gozo’s heritage and environment."
A2,Assertion / Hidden-Accusation Questions,question,17/05/2024,71592,Jerome Caruana Cilia,"Education, Sport, Youth, Research and Innovation",Student Support - Mental Health Services,"Minister, given the rising concerns about student mental health, what additional resources are being allocated to provide accessible and effective mental health support services within our educational institutions?","The Ministry recognises the importance of student wellbeing. We are increasing investment in mental health support services within schools and universities, ensuring students have access to timely and appropriate assistance."
A3,Request / Directive Questions,question,15/03/2024,23457,Ivan Bartolo,Social Policy and Children's Rights,Support for Families - Childcare Provision,"Could the Minister outline the current number of registered childcare centres across the Maltese Islands, and provide a detailed breakdown of funding allocated to each region?","The Minister acknowledges the importance of accessible childcare services. Currently, there are 62 registered childcare centres across the islands. Funding allocation is determined by a formula based on population density, socio-economic indicators, and geographical location, with a total budget of €8.2 million for the current fiscal year. A detailed breakdown is available in Appendix A, circulated with this response."
A3,Request / Directive Questions,question,22/03/2024,23458,Chris Said,"Economy, European Funds and Lands",Strategic Land Planning - Western Development Zone,"Will the Minister table the full Strategic Land Plan for the Western Development Zone, including proposed zoning classifications and timelines for implementation, as requested by the Opposition?","The Minister confirms that the Strategic Land Plan for the Western Development Zone is currently under final review. A draft version, incorporating feedback from stakeholders, will be formally tabled in Parliament within 14 days. The anticipated timeframe for full implementation is 3-5 years, subject to ongoing monitoring and adjustments."
A3,Request / Directive Questions,question,29/03/2024,23459,Justin Schembri,"Transport, Infrastructure and Public Works",Mater Dei Hospital Car Park Expansion,"Can the Minister provide a definitive timeline for the commencement and completion of the proposed expansion of the Mater Dei Hospital car park, including estimated costs and projected impact on existing traffic flow?","The Minister assures the public of the government’s commitment to addressing parking challenges at Mater Dei Hospital. The project is currently in the tender phase and a contractor is expected to be appointed within one month. Construction is anticipated to commence within six weeks of contractor appointment, with a projected completion date of 18 months from that date. A comprehensive traffic impact assessment is being conducted concurrently."
A3,Request / Directive Questions,question,05/04/2024,23460,Jerome Caruana Cilia,"Education, Sport, Youth, Research and Innovation",University Research Funding - Artificial Intelligence,"Will the Minister publish a list of all research projects currently receiving funding from the University of Malta’s Artificial Intelligence Research Centre, detailing the allocated budget for each project?","The Minister recognises the significance of AI research. A full list of funded projects, along with their respective budgets, is available on the University of Malta’s website – accessible via the link: [fictional link]. This transparency reflects the government’s dedication to supporting academic innovation."
A3,Request / Directive Questions,question,12/04/2024,23461,Graziella Attard Previ,Health and Active Ageing,Elderly Residential Care - Staffing Levels,"Can the Minister confirm the current staffing levels for all elderly residential care facilities operated by the government, and outline the steps being taken to address any identified shortages?","The Minister acknowledges the vital role of dedicated staff in providing care for our elderly citizens. Current staffing levels across all government-operated residential care facilities are being actively monitored and reviewed. A recruitment drive is underway, and additional training programmes are being implemented to ensure adequate staffing levels are maintained."
A3,Request / Directive Questions,question,19/04/2024,23462,Rebekah Borg,"Environment, Energy and Regeneration of the Grand Harbour",Solar Panel Installation - Public Buildings,"Will the Minister table a list of all public buildings currently undergoing solar panel installation, detailing the anticipated completion dates and the total investment involved?","The Minister is pleased to report significant progress in our commitment to renewable energy. A complete list of public buildings undergoing solar panel installation, along with projected completion dates and investment figures, is available in Document E347/2024, which has been circulated to all Members of Parliament."
A3,Request / Directive Questions,question,26/04/2024,23463,Ivan Castillo,"Home Affairs, Security, Reforms and Equality",Police Training Academy - New Facilities,"Could the Minister provide a timeline for the completion of the new facilities at the Police Training Academy, including the expected cost and the number of trainees to be accommodated?","The Minister confirms that the construction of the new Police Training Academy facilities is progressing well. We anticipate completion within 24 months, with a total investment of €15 million. This will allow us to accommodate up to 150 trainees simultaneously."
A3,Request / Directive Questions,question,03/05/2024,23464,Chris Said,"Economy, European Funds and Lands",Gozo Tourism Investment - Infrastructure,"Will the Minister provide a detailed breakdown of the European Union funding allocated to infrastructure projects supporting tourism in Gozo, specifying the allocated amounts and anticipated outcomes?","The Minister is committed to maximizing the benefits of European funding for Gozo. A comprehensive breakdown of the allocated funds for tourism infrastructure projects is available in Annex B to this response. This includes investments in road improvements, harbour facilities, and pedestrianisation schemes."
A3,Request / Directive Questions,question,10/05/2024,23465,Justin Schembri,"Transport, Infrastructure and Public Works",Southbound Motorway - Junction 8 Improvements,"Can the Minister confirm that the contract for the Junction 8 improvements on the southbound motorway has been fully executed, and provide a date for the commencement of the works?","The Minister confirms that the contract for the Junction 8 improvements has been formally executed. Construction is scheduled to commence within one week, with a projected completion date of 12 months from that date."
A3,Request / Directive Questions,question,17/05/2024,23466,Jerome Caruana Cilia,Gozo,Gozo Ferry Terminal - Accessibility Improvements,"Will the Minister table the finalised accessibility plan for the Gozo Ferry Terminal, outlining specific measures to ensure ease of access for individuals with disabilities and mobility limitations?","The Minister is dedicated to ensuring inclusivity at the Gozo Ferry Terminal. The finalised accessibility plan, incorporating feedback from disability advocacy groups, is available for public scrutiny. It details a range of improvements, including ramp installations, accessible waiting areas, and designated parking spaces."
B1,Replies (Direct Answers),answer,15/03/2024,23457,Chris Said,,,Topic - Waste Management - Landfill Capacity,"Minister for Environment, Energy and Regeneration of the Grand Harbour confirms that the current landfill capacity remains sufficient to accommodate projected waste volumes for the next five years, based on established modelling and projected population growth."
B1,Replies (Direct Answers),answer,22/03/2024,23458,Ivan Bartolo,,,Topic - Education - School Infrastructure - Primary Schools,"The Minister for Education, Sport, Youth, Research and Innovation states that no further primary school infrastructure projects are currently scheduled for approval or commencement within the next 18 months, pending the completion of the ongoing assessments of existing school needs."
B1,Replies (Direct Answers),answer,29/03/2024,23459,Justin Schembri,,,Topic - Home Affairs - Police Training - New Recruit Standards,"Home Affairs, Security, Reforms and Equality assures the House that new recruit standards for the Malta Police Force are continuously reviewed and updated in accordance with best international practices, with the latest revisions implemented in January 2024."
B1,Replies (Direct Answers),answer,05/04/2024,23460,Jerome Caruana Cilia,,,Topic - Economy - EU Funding - Regeneration Projects,"The Minister for Economy, European Funds and Lands reports that 92% of allocated funds for Grand Harbour regeneration projects have been successfully disbursed, with the remaining 8% currently under review due to unforeseen archaeological findings."
B1,Replies (Direct Answers),answer,12/04/2024,23461,Graziella Attard Previ,,,Topic - Social Policy - Elderly Care - Residential Facilities,"Social Policy and Children's Rights confirms that a further 20 residential care facilities for the elderly will be constructed over the next five years, following the successful completion of the tender process."
B1,Replies (Direct Answers),answer,19/04/2024,23462,Rebekah Borg,,,Topic - Transport - Public Transport - Bus Route Optimization,"Transport, Infrastructure and Public Works confirms that a comprehensive review of all public bus routes is ongoing, with preliminary recommendations expected to be presented to the House within the next six weeks."
B1,Replies (Direct Answers),answer,26/04/2024,23463,Ivan Castillo,,,Topic - Health - Waiting Lists - Specialist Appointments,"Health and Active Ageing reports that specialist appointment waiting times are currently averaging 18 weeks, a reduction of 7% compared to the previous quarter, due to increased staffing levels and streamlined appointment scheduling."
B1,Replies (Direct Answers),answer,03/05/2024,23464,Chris Said,,,Topic - Gozo - Tourism Infrastructure - Marsalforn Harbour,"The Minister for Gozo confirms that the project to upgrade the Marsalforn Harbour is progressing according to schedule and is expected to be completed by December 2024, significantly enhancing tourism facilities."
B1,Replies (Direct Answers),answer,10/05/2024,23465,Justin Schembri,,,Topic - Justice - Legal Aid - Application Volume,"Home Affairs, Security, Reforms and Equality reports that the volume of legal aid applications received in the past year has increased by 12%, reflecting the ongoing commitment to ensuring access to justice for all citizens."
B1,Replies (Direct Answers),answer,17/05/2024,23466,Jerome Caruana Cilia,,,Topic - Economy - Investment - Foreign Direct Investment,"The Minister for Economy, European Funds and Lands affirms that Malta continues to attract significant levels of foreign direct investment, with a projected increase of 8% for the current fiscal year."
B2,Answers by Implication (Indirect/Partial),answer,15/03/2024,23875,Chris Said,,,"Minister, can you provide an update on the progress of the implementation of the new maritime regulations concerning coastal development?","The Ministry of Environment, Energy and Regeneration of the Grand Harbour acknowledges the ongoing review and anticipates further refinements to the regulations. A preliminary timeline for full implementation is currently under assessment, pending further consultations."
B2,Answers by Implication (Indirect/Partial),answer,22/03/2024,31922,Ivan Bartolo,,,"Minister, what measures are being taken to address the increasing concerns regarding the accessibility of public transport for elderly citizens?","The Ministry of Economy, European Funds and Lands is exploring various solutions, including pilot schemes for adapted transport options, and anticipates commencing a phased approach within the next six to twelve months."
B2,Answers by Implication (Indirect/Partial),answer,29/03/2024,40511,Justin Schembri,,,"Minister, what is the projected timeframe for the completion of the refurbishment works at the St. George's Bay promenade?","The Ministry of Transport, Infrastructure and Public Works is working diligently to finalize the design specifications. The commencement of construction is dependent on securing final approvals, which are expected within the next quarter."
B2,Answers by Implication (Indirect/Partial),answer,05/04/2024,27689,Jerome Caruana Cilia,,,"Minister, can you outline the government’s strategy for mitigating the impact of rising energy costs on small businesses?","The Ministry of Economy, European Funds and Lands is actively monitoring the energy market and is prepared to implement targeted support measures, contingent upon the evolving economic landscape."
B2,Answers by Implication (Indirect/Partial),answer,12/04/2024,35148,Graziella Attard Previ,,,"Minister, what steps are being taken to ensure the effective integration of newly arrived asylum seekers into Maltese society?","The Ministry of Home Affairs, Security, Reforms and Equality is focusing on delivering language training and cultural orientation programs, with expansion plans dependent on resource availability."
B2,Answers by Implication (Indirect/Partial),answer,19/04/2024,18933,Rebekah Borg,,,"Minister, what is the anticipated date for the publication of the revised curriculum framework for primary education?","The Ministry of Education, Sport, Youth, Research and Innovation is progressing with the final stages of the review process, with publication anticipated within the next eighteen to twenty-four weeks."
B2,Answers by Implication (Indirect/Partial),answer,26/04/2024,42207,Ivan Castillo,,,"Minister, what measures are being considered to enhance the safety of cyclists on Malta’s roads?","The Ministry of Transport, Infrastructure and Public Works is undertaking a comprehensive review of road safety protocols, and is exploring potential enhancements to infrastructure, with a focus on pilot projects."
B2,Answers by Implication (Indirect/Partial),answer,03/05/2024,39654,Chris Said,,,"Minister, can you provide details regarding the proposed investments in renewable energy sources?","The Ministry of Environment, Energy and Regeneration of the Grand Harbour is actively assessing various renewable energy projects, with a commitment to prioritizing schemes that align with national sustainability objectives."
B2,Answers by Implication (Indirect/Partial),answer,10/05/2024,21586,Ivan Bartolo,,,"Minister, what is the government’s plan to improve the provision of childcare services across the islands?","The Ministry of Social Policy and Children’s Rights is undertaking a needs assessment and is exploring options for expanding childcare facilities, with a phased implementation planned over the next three to five years."
B2,Answers by Implication (Indirect/Partial),answer,17/05/2024,37019,Justin Schembri,,,"Minister, what steps are being taken to address the backlog in the processing of applications for planning permits?","The Ministry of Justice and Reform of the Construction Sector is committed to streamlining the planning application process, and anticipates improvements through the implementation of digital solutions, expected to yield results within the coming months."
B3,Non-Replies (Deferral/Referral/Reroute),answer,15/03/2024,23457,Ivan Bartolo,,,Topic - Funding for Coastal Erosion Mitigation - Assessment of Current Strategies,The Minister acknowledges the importance of this matter and confirms that a thorough review is underway.
B3,Non-Replies (Deferral/Referral/Reroute),answer,22/03/2024,18792,Chris Said,,,Topic - Implementation of the National Waste Management Strategy - Progress Report,The Minister indicates that this query will be addressed following further consultation.
B3,Non-Replies (Deferral/Referral/Reroute),answer,29/03/2024,31201,Justin Schembri,,,Topic - Accessibility of Public Buildings - Compliance with Standards,The Minister confirms that this issue will be thoroughly investigated.
B3,Non-Replies (Deferral/Referral/Reroute),answer,05/04/2024,45819,Jerome Caruana Cilia,,,Topic - Digital Literacy Programmes - Outreach to Vulnerable Groups,The Minister states that a comprehensive response will be provided at the next sitting.
B3,Non-Replies (Deferral/Referral/Reroute),answer,12/04/2024,27638,Graziella Attard Previ,,,Topic - Support for Individuals with Disabilities - Service Delivery,The Minister confirms that this matter will be examined in detail.
B3,Non-Replies (Deferral/Referral/Reroute),answer,19/04/2024,39145,Rebekah Borg,,,Topic - Safeguarding of Children in Sports - Risk Mitigation,The Minister confirms that this is a matter requiring further consideration.
B3,Non-Replies (Deferral/Referral/Reroute),answer,26/04/2024,15309,Ivan Castillo,,,Topic - Renewable Energy Investment - Community Engagement,The Minister notes the importance of this inquiry and commits to a detailed response.
B3,Non-Replies (Deferral/Referral/Reroute),answer,03/05/2024,21876,Chris Said,,,Topic - Enforcement of Planning Regulations - Regional Discrepancies,The Minister indicates that this matter will be referred to the appropriate department.
B3,Non-Replies (Deferral/Referral/Reroute),answer,10/05/2024,35420,Justin Schembri,,,Topic - Public Transport Route Optimization - Demand Analysis,The Minister confirms that this issue will be addressed in the context of a broader transport review.
B3,Non-Replies (Deferral/Referral/Reroute),answer,17/05/2024,48913,Jerome Caruana Cilia,,,Topic - School Infrastructure Maintenance - Prioritization of Repairs,The Minister confirms that this will be reviewed following a consultation with the Education Minister.
